id;CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;Class
39.txt;3;2;9;0;0;11;4;0;0;0;0;18;9;4;0;0;1;2;1;0;0;0;0;0;3;0;0;2;1;0;4;2;1;0;0;0;3
79.txt;4;3;17;0;0;13;8;0;0;0;1;18;6;4;0;0;0;3;4;2;0;0;1;0;6;0;3;9;1;1;1;0;0;0;0;0;3
134.txt;1;2;14;0;0;16;3;0;1;0;3;14;3;7;0;0;0;7;0;1;0;0;0;0;3;0;4;5;1;2;0;2;0;1;0;1;3
77.txt;1;1;9;0;0;7;1;0;0;0;0;12;0;3;0;0;0;2;1;1;0;0;0;0;1;0;0;4;0;0;0;2;0;0;0;0;3
117.txt;1;1;7;0;0;9;3;1;1;0;0;9;7;8;0;0;0;0;0;2;0;0;0;0;1;0;0;4;1;0;2;2;0;1;0;0;3
95.txt;7;0;8;0;0;17;11;0;0;0;0;12;6;6;0;0;1;15;3;3;1;0;0;0;6;0;7;14;0;1;2;6;0;2;0;0;3
131.txt;5;1;16;0;0;20;7;0;0;0;1;22;15;2;0;0;0;10;1;3;1;1;0;0;5;0;7;2;2;2;7;2;2;0;0;0;3
135.txt;4;2;6;0;0;8;5;0;1;0;0;10;4;9;0;0;1;1;0;2;0;0;0;0;0;0;0;6;2;2;0;0;0;0;0;1;3
28.txt;0;1;12;0;0;10;5;0;0;0;0;14;5;4;0;0;1;0;1;0;0;0;0;0;0;0;0;7;1;3;2;0;0;0;0;1;3
31.txt;5;1;17;0;0;18;6;0;0;0;0;27;8;1;0;0;0;4;2;8;0;0;1;0;4;0;4;5;1;2;3;4;1;2;0;0;3
83.txt;5;3;12;0;0;17;10;1;0;0;2;11;6;9;1;0;1;7;0;13;1;0;2;0;2;0;6;6;2;1;3;0;0;0;0;0;3
118.txt;1;0;12;0;0;9;7;0;0;0;0;18;5;2;0;0;0;1;1;1;0;0;0;0;1;0;2;4;3;3;0;0;0;0;0;1;3
90.txt;1;4;17;0;0;21;9;1;0;0;1;20;8;18;3;0;4;5;0;4;0;0;0;0;4;0;4;14;0;5;0;3;1;1;0;0;3
78.txt;4;1;13;1;0;11;9;0;1;0;0;19;2;8;0;0;0;4;1;3;0;0;1;0;5;0;4;6;3;1;3;1;0;1;0;0;3
5.txt;3;3;17;0;0;13;4;0;0;0;1;21;3;9;0;0;0;3;0;7;0;0;0;0;5;0;4;5;1;1;0;3;0;0;0;0;3
146.txt;1;0;9;0;0;8;6;0;0;0;0;15;5;1;0;0;1;2;2;7;0;0;0;0;1;0;2;11;0;3;0;0;1;0;0;1;3
88.txt;2;3;9;0;0;15;6;1;0;0;0;13;5;6;0;0;1;3;1;0;0;0;0;0;0;0;0;8;0;3;1;1;0;0;0;0;3
106.txt;1;0;15;0;0;12;4;0;0;0;2;19;3;10;0;0;5;5;0;1;0;0;0;0;4;0;4;7;0;2;0;3;0;0;0;1;3
158.txt;2;0;8;0;0;10;7;0;0;0;2;15;10;4;0;0;1;1;2;3;0;0;3;0;2;0;4;0;2;3;3;6;3;0;0;2;3
139.txt;3;4;24;0;0;25;12;0;1;0;3;27;12;5;0;0;4;13;2;9;1;2;0;0;4;0;6;4;3;4;5;9;0;0;0;1;3
2.txt;5;0;14;0;0;7;3;1;0;0;0;17;4;2;0;0;1;4;1;0;0;0;0;0;4;0;1;8;1;1;1;1;0;0;0;1;3
57.txt;4;0;11;0;0;12;3;0;0;0;1;20;4;2;0;0;0;2;4;5;0;0;1;0;2;0;3;8;3;2;0;0;0;0;0;1;3
154.txt;4;2;9;1;0;8;10;2;0;0;0;8;7;16;0;0;0;1;0;6;0;0;1;0;3;0;1;3;4;1;3;4;1;0;0;0;3
103.txt;0;4;10;0;0;11;5;0;0;0;0;6;6;7;0;0;0;2;0;2;0;0;0;0;1;0;1;4;3;4;0;3;1;0;0;1;3
119.txt;3;2;3;0;0;9;5;0;0;0;0;9;3;3;0;0;1;9;3;4;0;0;0;0;2;0;3;4;2;4;1;6;0;0;0;1;3
